"date","day","field","harvest","plant","shoot","shoot_height"
2017-06-28,24,"B","N","7","1",5.8
2017-06-28,24,"B","N","7","2",4
2017-06-28,24,"B","N","7","3",5.7
2017-06-28,24,"B","N","7","4",3.9
2017-06-28,24,"B","N","7","5",2.4
2017-06-28,24,"B","N","7","6",4.9
2017-06-28,24,"B","N","7","7",6.4
2017-06-28,24,"B","N","8","1",10
2017-06-28,24,"B","N","8","2",12
2017-06-28,24,"B","N","8","3",8.4
2017-06-28,24,"B","N","8","4",10.8
2017-06-28,24,"B","N","8","5",6.4
2017-06-28,24,"B","N","8","6",4
2017-06-28,24,"B","N","8","7",8.7
2017-06-28,24,"B","N","9","1",8
2017-06-28,24,"B","N","9","2",6.1
2017-06-28,24,"B","N","9","3",5.2
2017-06-28,24,"B","N","9","4",2.6
2017-06-28,24,"B","N","9","5",6.5
2017-06-28,24,"B","N","9","6",3.5
2017-06-28,24,"B","N","9","7",7.4
2017-06-28,24,"B","N","10","1",5.3
2017-06-28,24,"B","N","10","2",5.5
2017-06-28,24,"B","N","10","3",13.1
2017-06-28,24,"B","N","10","4",NA
2017-06-28,24,"B","N","10","5",4
2017-06-28,24,"B","N","10","6",5.6
2017-06-28,24,"B","N","10","7",8.1
2017-06-29,25,"A","Y","1","1",4
2017-06-29,25,"A","Y","1","2",1.5
2017-06-29,25,"A","Y","1","3",2.4
2017-06-29,25,"A","Y","1","4",1.5
2017-06-29,25,"A","Y","1","5",2.5
2017-06-29,25,"A","Y","1","6",3.5
2017-06-29,25,"A","Y","1","7",3.6
2017-06-29,25,"A","Y","2","1",2.8
2017-06-29,25,"A","Y","2","2",4.2
2017-06-29,25,"A","Y","2","3",4.6
2017-06-29,25,"A","Y","2","4",3
2017-06-29,25,"A","Y","2","5",3.8
2017-06-29,25,"A","Y","2","6",2.2
2017-06-29,25,"A","Y","2","7",1.6
2017-06-29,25,"A","Y","3","1",2.3
2017-06-29,25,"A","Y","3","2",3.2
2017-06-29,25,"A","Y","3","3",2.2
2017-06-29,25,"A","Y","3","4",1.8
2017-06-29,25,"A","Y","3","5",2.4
2017-06-29,25,"A","Y","3","6",1.7
2017-06-29,25,"A","Y","3","7",3.5
2017-06-29,25,"A","Y","4","1",1.1
2017-06-29,25,"A","Y","4","2",1.8
2017-06-29,25,"A","Y","4","3",3.1
2017-06-29,25,"A","Y","4","4",1.2
2017-06-29,25,"A","Y","4","5",3.5
2017-06-29,25,"A","Y","4","6",1.9
2017-06-29,25,"A","Y","4","7",1.8
2017-06-29,25,"A","Y","5","1",3.6
2017-06-29,25,"A","Y","5","2",3.5
2017-06-29,25,"A","Y","5","3",2.3
2017-06-29,25,"A","Y","5","4",3.5
2017-06-29,25,"A","Y","5","5",1.7
2017-06-29,25,"A","Y","5","6",3.5
2017-06-29,25,"A","Y","5","7",1.5
2017-06-29,25,"A","Y","6","1",2.3
2017-06-29,25,"A","Y","6","2",5.1
2017-06-29,25,"A","Y","6","3",2.2
2017-06-29,25,"A","Y","6","4",2.2
2017-06-29,25,"A","Y","6","5",3.2
2017-06-29,25,"A","Y","6","6",4.7
2017-06-29,25,"A","Y","6","7",4.7
2017-06-29,25,"A","Y","7","1",3
2017-06-29,25,"A","Y","7","2",2
2017-06-29,25,"A","Y","7","3",1.5
2017-06-29,25,"A","Y","7","4",2.2
2017-06-29,25,"A","Y","7","5",1.7
2017-06-29,25,"A","Y","7","6",3.6
2017-06-29,25,"A","Y","7","7",2.8
2017-06-29,25,"A","Y","8","1",6.2
2017-06-29,25,"A","Y","8","2",2.5
2017-06-29,25,"A","Y","8","3",1.1
2017-06-29,25,"A","Y","8","4",5
2017-06-29,25,"A","Y","8","5",5.1
2017-06-29,25,"A","Y","8","6",1.2
2017-06-29,25,"A","Y","8","7",2.2
2017-06-29,25,"A","Y","9","1",3.4
2017-06-29,25,"A","Y","9","2",4.3
2017-06-29,25,"A","Y","9","3",2.5
2017-06-29,25,"A","Y","9","4",3.4
2017-06-29,25,"A","Y","9","5",2
2017-06-29,25,"A","Y","9","6",3.6
2017-06-29,25,"A","Y","9","7",4.1
2017-06-29,25,"A","Y","10","1",5.2
2017-06-29,25,"A","Y","10","2",1.8
2017-06-29,25,"A","Y","10","3",2.9
2017-06-29,25,"A","Y","10","4",5.9
2017-06-29,25,"A","Y","10","5",3.7
2017-06-29,25,"A","Y","10","6",5.8
2017-06-29,25,"A","Y","10","7",2.1
2017-06-29,25,"B","N","1","1",6.8
2017-06-29,25,"B","N","1","2",6.8
2017-06-29,25,"B","N","1","3",9.6
2017-06-29,25,"B","N","1","4",11
2017-06-29,25,"B","N","1","5",4
2017-06-29,25,"B","N","1","6",12.5
2017-06-29,25,"B","N","1","7",12
2017-06-29,25,"B","N","2","1",7
2017-06-29,25,"B","N","2","2",13.1
2017-06-29,25,"B","N","2","3",3.1
2017-06-29,25,"B","N","2","4",6
2017-06-29,25,"B","N","2","5",9.6
2017-06-29,25,"B","N","2","6",11.5
2017-06-29,25,"B","N","2","7",10.5
2017-06-29,25,"B","N","3","1",5.6
2017-06-29,25,"B","N","3","2",6.5
2017-06-29,25,"B","N","3","3",7.9
2017-06-29,25,"B","N","3","4",1.5
2017-06-29,25,"B","N","3","5",10.4
2017-06-29,25,"B","N","3","6",5
2017-06-29,25,"B","N","3","7",9
2017-06-29,25,"B","N","4","1",6
2017-06-29,25,"B","N","4","2",11
2017-06-29,25,"B","N","4","3",8.5
2017-06-29,25,"B","N","4","4",4.6
2017-06-29,25,"B","N","4","5",6.3
2017-06-29,25,"B","N","4","6",10
2017-06-29,25,"B","N","4","7",14.1
2017-06-29,25,"B","N","5","1",4.6
2017-06-29,25,"B","N","5","2",8
2017-06-29,25,"B","N","5","3",7.8
2017-06-29,25,"B","N","5","4",10.1
2017-06-29,25,"B","N","5","5",5.3
2017-06-29,25,"B","N","5","6",6.3
2017-06-29,25,"B","N","5","7",1.5
2017-06-29,25,"B","N","6","1",8.9
2017-06-29,25,"B","N","6","2",11.3
2017-06-29,25,"B","N","6","3",11.3
2017-06-29,25,"B","N","6","4",5.8
2017-06-29,25,"B","N","6","5",6.2
2017-06-29,25,"B","N","6","6",8.5
2017-06-29,25,"B","N","6","7",1.7
2017-06-29,25,"B","N","7","1",5.6
2017-06-29,25,"B","N","7","2",4.1
2017-06-29,25,"B","N","7","3",5.7
2017-06-29,25,"B","N","7","4",3.8
2017-06-29,25,"B","N","7","5",2.4
2017-06-29,25,"B","N","7","6",4.9
2017-06-29,25,"B","N","7","7",5.5
2017-06-29,25,"B","N","8","1",10.2
2017-06-29,25,"B","N","8","2",12.2
2017-06-29,25,"B","N","8","3",8.5
2017-06-29,25,"B","N","8","4",11
2017-06-29,25,"B","N","8","5",6.7
2017-06-29,25,"B","N","8","6",4
2017-06-29,25,"B","N","8","7",8.9
2017-06-29,25,"B","N","9","1",8
2017-06-29,25,"B","N","9","2",6.1
2017-06-29,25,"B","N","9","3",5
2017-06-29,25,"B","N","9","4",2.8
2017-06-29,25,"B","N","9","5",6.8
2017-06-29,25,"B","N","9","6",3.5
2017-06-29,25,"B","N","9","7",7.8
2017-06-29,25,"B","N","10","1",5
2017-06-29,25,"B","N","10","2",5.7
2017-06-29,25,"B","N","10","3",13.7
2017-06-29,25,"B","N","10","4",NA
2017-06-29,25,"B","N","10","5",4.3
2017-06-29,25,"B","N","10","6",5.1
2017-06-29,25,"B","N","10","7",8.2
2017-06-30,26,"A","N","1","1",4.5
2017-06-30,26,"A","N","1","2",1.8
2017-06-30,26,"A","N","1","3",2.3
2017-06-30,26,"A","N","1","4",1.5
2017-06-30,26,"A","N","1","5",3.2
2017-06-30,26,"A","N","1","6",3.5
2017-06-30,26,"A","N","1","7",4
2017-06-30,26,"A","N","2","1",3.1
2017-06-30,26,"A","N","2","2",4.5
2017-06-30,26,"A","N","2","3",5
2017-06-30,26,"A","N","2","4",3.5
2017-06-30,26,"A","N","2","5",4.3
2017-06-30,26,"A","N","2","6",2.8
2017-06-30,26,"A","N","2","7",2.3
2017-06-30,26,"A","N","3","1",2.5
2017-06-30,26,"A","N","3","2",3.8
2017-06-30,26,"A","N","3","3",2.2
2017-06-30,26,"A","N","3","4",2.4
2017-06-30,26,"A","N","3","5",2.9
2017-06-30,26,"A","N","3","6",1.9
2017-06-30,26,"A","N","3","7",4
2017-06-30,26,"A","N","4","1",1.2
2017-06-30,26,"A","N","4","2",2.3
2017-06-30,26,"A","N","4","3",3.8
2017-06-30,26,"A","N","4","4",2.3
2017-06-30,26,"A","N","4","5",4
2017-06-30,26,"A","N","4","6",2.2
2017-06-30,26,"A","N","4","7",2
2017-06-30,26,"A","N","5","1",3.9
2017-06-30,26,"A","N","5","2",3.7
2017-06-30,26,"A","N","5","3",2.5
2017-06-30,26,"A","N","5","4",3.7
2017-06-30,26,"A","N","5","5",1.7
2017-06-30,26,"A","N","5","6",3.9
2017-06-30,26,"A","N","5","7",1.6
2017-06-30,26,"A","N","6","1",2.4
2017-06-30,26,"A","N","6","2",5.6
2017-06-30,26,"A","N","6","3",2.2
2017-06-30,26,"A","N","6","4",2.2
2017-06-30,26,"A","N","6","5",3.5
2017-06-30,26,"A","N","6","6",5.5
2017-06-30,26,"A","N","6","7",4.8
2017-06-30,26,"A","N","7","1",2.9
2017-06-30,26,"A","N","7","2",2.1
2017-06-30,26,"A","N","7","3",2.1
2017-06-30,26,"A","N","7","4",2.2
2017-06-30,26,"A","N","7","5",2.2
2017-06-30,26,"A","N","7","6",3.8
2017-06-30,26,"A","N","7","7",2.8
2017-06-30,26,"A","N","8","1",6.4
2017-06-30,26,"A","N","8","2",2.8
2017-06-30,26,"A","N","8","3",1.8
2017-06-30,26,"A","N","8","4",5.5
2017-06-30,26,"A","N","8","5",5.5
2017-06-30,26,"A","N","8","6",1.7
2017-06-30,26,"A","N","8","7",2.5
2017-06-30,26,"A","N","9","1",3.9
2017-06-30,26,"A","N","9","2",4.6
2017-06-30,26,"A","N","9","3",3.4
2017-06-30,26,"A","N","9","4",4
2017-06-30,26,"A","N","9","5",2.3
2017-06-30,26,"A","N","9","6",4
2017-06-30,26,"A","N","9","7",4.5
2017-06-30,26,"A","N","10","1",5.7
2017-06-30,26,"A","N","10","2",2
2017-06-30,26,"A","N","10","3",3.8
2017-06-30,26,"A","N","10","4",6.4
2017-06-30,26,"A","N","10","5",4
2017-06-30,26,"A","N","10","6",6.3
2017-06-30,26,"A","N","10","7",2.8
2017-06-30,26,"B","N","1","1",7.4
2017-06-30,26,"B","N","1","2",7
2017-06-30,26,"B","N","1","3",9.8
2017-06-30,26,"B","N","1","4",12.3
2017-06-30,26,"B","N","1","5",4
2017-06-30,26,"B","N","1","6",13.1
2017-06-30,26,"B","N","1","7",12.2
2017-06-30,26,"B","N","2","1",7.7
2017-06-30,26,"B","N","2","2",13.6
2017-06-30,26,"B","N","2","3",3.1
2017-06-30,26,"B","N","2","4",6.4
2017-06-30,26,"B","N","2","5",9.7
2017-06-30,26,"B","N","2","6",12.6
2017-06-30,26,"B","N","2","7",11
2017-06-30,26,"B","N","3","1",6.2
2017-06-30,26,"B","N","3","2",6.5
2017-06-30,26,"B","N","3","3",8.1
2017-06-30,26,"B","N","3","4",1.7
2017-06-30,26,"B","N","3","5",10.3
2017-06-30,26,"B","N","3","6",5
2017-06-30,26,"B","N","3","7",9.3
2017-06-30,26,"B","N","4","1",6.1
2017-06-30,26,"B","N","4","2",9.3
2017-06-30,26,"B","N","4","3",8.5
2017-06-30,26,"B","N","4","4",4.8
2017-06-30,26,"B","N","4","5",6.2
2017-06-30,26,"B","N","4","6",10.4
2017-06-30,26,"B","N","4","7",14.4
2017-06-30,26,"B","N","5","1",5
2017-06-30,26,"B","N","5","2",8.1
2017-06-30,26,"B","N","5","3",7.9
2017-06-30,26,"B","N","5","4",10.4
2017-06-30,26,"B","N","5","5",5.5
2017-06-30,26,"B","N","5","6",6.5
2017-06-30,26,"B","N","5","7",1.5
2017-06-30,26,"B","N","6","1",9.4
2017-06-30,26,"B","N","6","2",12
2017-06-30,26,"B","N","6","3",11.6
2017-06-30,26,"B","N","6","4",6
2017-06-30,26,"B","N","6","5",6.4
2017-06-30,26,"B","N","6","6",9
2017-06-30,26,"B","N","6","7",1.3
2017-06-30,26,"B","N","7","1",5.6
2017-06-30,26,"B","N","7","2",4.1
2017-06-30,26,"B","N","7","3",5.9
2017-06-30,26,"B","N","7","4",3.9
2017-06-30,26,"B","N","7","5",2.5
2017-06-30,26,"B","N","7","6",4.8
2017-06-30,26,"B","N","7","7",5.5
2017-06-30,26,"B","N","8","1",10.6
2017-06-30,26,"B","N","8","2",12.4
2017-06-30,26,"B","N","8","3",8.8
2017-06-30,26,"B","N","8","4",11.1
2017-06-30,26,"B","N","8","5",7
2017-06-30,26,"B","N","8","6",3.9
2017-06-30,26,"B","N","8","7",9.3
2017-06-30,26,"B","N","9","1",8.1
2017-06-30,26,"B","N","9","2",6.3
2017-06-30,26,"B","N","9","3",5
2017-06-30,26,"B","N","9","4",2.5
2017-06-30,26,"B","N","9","5",7.3
2017-06-30,26,"B","N","9","6",3.5
2017-06-30,26,"B","N","9","7",7.9
2017-06-30,26,"B","N","10","1",5.2
2017-06-30,26,"B","N","10","2",5.9
2017-06-30,26,"B","N","10","3",14.7
2017-06-30,26,"B","N","10","4",NA
2017-06-30,26,"B","N","10","5",4.6
2017-06-30,26,"B","N","10","6",5.5
2017-06-30,26,"B","N","10","7",9.2
2017-07-01,27,"A","N","1","1",4.8
2017-07-01,27,"A","N","1","2",2.2
2017-07-01,27,"A","N","1","3",2.4
2017-07-01,27,"A","N","1","4",1.2
2017-07-01,27,"A","N","1","5",3.4
2017-07-01,27,"A","N","1","6",4
2017-07-01,27,"A","N","1","7",4.1
2017-07-01,27,"A","N","2","1",5.9
2017-07-01,27,"A","N","2","2",6.4
2017-07-01,27,"A","N","2","3",6.2
2017-07-01,27,"A","N","2","4",3.5
2017-07-01,27,"A","N","2","5",4.5
2017-07-01,27,"A","N","2","6",3.3
2017-07-01,27,"A","N","2","7",2.5
2017-07-01,27,"A","N","3","1",2.9
2017-07-01,27,"A","N","3","2",4.8
2017-07-01,27,"A","N","3","3",2.6
2017-07-01,27,"A","N","3","4",2.8
2017-07-01,27,"A","N","3","5",3.2
2017-07-01,27,"A","N","3","6",1.9
2017-07-01,27,"A","N","3","7",4.5
2017-07-01,27,"A","N","4","1",1.5
2017-07-01,27,"A","N","4","2",2.5
2017-07-01,27,"A","N","4","3",4.2
2017-07-01,27,"A","N","4","4",2.5
2017-07-01,27,"A","N","4","5",4.3
2017-07-01,27,"A","N","4","6",2.2
2017-07-01,27,"A","N","4","7",NA
2017-07-01,27,"A","N","5","1",4.1
2017-07-01,27,"A","N","5","2",3.4
2017-07-01,27,"A","N","5","3",3
2017-07-01,27,"A","N","5","4",3.9
2017-07-01,27,"A","N","5","5",1.8
2017-07-01,27,"A","N","5","6",4.6
2017-07-01,27,"A","N","5","7",2.1
2017-07-01,27,"A","N","6","1",3.2
2017-07-01,27,"A","N","6","2",5.9
2017-07-01,27,"A","N","6","3",2.5
2017-07-01,27,"A","N","6","4",2.4
2017-07-01,27,"A","N","6","5",4.5
2017-07-01,27,"A","N","6","6",6.4
2017-07-01,27,"A","N","6","7",5.2
2017-07-01,27,"A","N","7","1",3.2
2017-07-01,27,"A","N","7","2",2.5
2017-07-01,27,"A","N","7","3",2.5
2017-07-01,27,"A","N","7","4",2.4
2017-07-01,27,"A","N","7","5",2.2
2017-07-01,27,"A","N","7","6",3.9
2017-07-01,27,"A","N","7","7",3.1
2017-07-01,27,"A","N","8","1",7.1
2017-07-01,27,"A","N","8","2",3.1
2017-07-01,27,"A","N","8","3",1.7
2017-07-01,27,"A","N","8","4",5.9
2017-07-01,27,"A","N","8","5",5.5
2017-07-01,27,"A","N","8","6",1.9
2017-07-01,27,"A","N","8","7",3.2
2017-07-01,27,"A","N","9","1",4.4
2017-07-01,27,"A","N","9","2",5.1
2017-07-01,27,"A","N","9","3",4.1
2017-07-01,27,"A","N","9","4",4.3
2017-07-01,27,"A","N","9","5",2.5
2017-07-01,27,"A","N","9","6",4.4
2017-07-01,27,"A","N","9","7",5
2017-07-01,27,"A","N","10","1",6.4
2017-07-01,27,"A","N","10","2",2.5
2017-07-01,27,"A","N","10","3",3.8
2017-07-01,27,"A","N","10","4",7
2017-07-01,27,"A","N","10","5",4.6
2017-07-01,27,"A","N","10","6",6.5
2017-07-01,27,"A","N","10","7",3.4
2017-07-01,27,"B","N","1","1",7.7
2017-07-01,27,"B","N","1","2",7.4
2017-07-01,27,"B","N","1","3",10.2
2017-07-01,27,"B","N","1","4",12
2017-07-01,27,"B","N","1","5",3.9
2017-07-01,27,"B","N","1","6",13.5
2017-07-01,27,"B","N","1","7",12.6
2017-07-01,27,"B","N","2","1",8
2017-07-01,27,"B","N","2","2",14
2017-07-01,27,"B","N","2","3",3.2
2017-07-01,27,"B","N","2","4",6.8
2017-07-01,27,"B","N","2","5",9.9
2017-07-01,27,"B","N","2","6",12.7
2017-07-01,27,"B","N","2","7",11.5
2017-07-01,27,"B","N","3","1",6.5
2017-07-01,27,"B","N","3","2",6.6
2017-07-01,27,"B","N","3","3",8.3
2017-07-01,27,"B","N","3","4",1.6
2017-07-01,27,"B","N","3","5",11
2017-07-01,27,"B","N","3","6",5
2017-07-01,27,"B","N","3","7",9.6
2017-07-01,27,"B","N","4","1",9.5
2017-07-01,27,"B","N","4","2",12
2017-07-01,27,"B","N","4","3",8.9
2017-07-01,27,"B","N","4","4",5.1
2017-07-01,27,"B","N","4","5",6.5
2017-07-01,27,"B","N","4","6",10.8
2017-07-01,27,"B","N","4","7",15.4
2017-07-01,27,"B","N","5","1",5.1
2017-07-01,27,"B","N","5","2",8.1
2017-07-01,27,"B","N","5","3",8
2017-07-01,27,"B","N","5","4",11.3
2017-07-01,27,"B","N","5","5",5.5
2017-07-01,27,"B","N","5","6",6.9
2017-07-01,27,"B","N","5","7",1.5
2017-07-01,27,"B","N","6","1",9.4
2017-07-01,27,"B","N","6","2",12.4
2017-07-01,27,"B","N","6","3",12.1
2017-07-01,27,"B","N","6","4",5.9
2017-07-01,27,"B","N","6","5",6.4
2017-07-01,27,"B","N","6","6",9
2017-07-01,27,"B","N","6","7",1.1
2017-07-01,27,"B","N","7","1",6.1
2017-07-01,27,"B","N","7","2",4.1
2017-07-01,27,"B","N","7","3",6
2017-07-01,27,"B","N","7","4",3.8
2017-07-01,27,"B","N","7","5",3
2017-07-01,27,"B","N","7","6",4.6
2017-07-01,27,"B","N","7","7",5.5
2017-07-01,27,"B","N","8","1",11
2017-07-01,27,"B","N","8","2",12.9
2017-07-01,27,"B","N","8","3",9.2
2017-07-01,27,"B","N","8","4",11.5
2017-07-01,27,"B","N","8","5",7.3
2017-07-01,27,"B","N","8","6",4
2017-07-01,27,"B","N","8","7",9.7
2017-07-01,27,"B","N","9","1",8.7
2017-07-01,27,"B","N","9","2",6.3
2017-07-01,27,"B","N","9","3",5.2
2017-07-01,27,"B","N","9","4",2.5
2017-07-01,27,"B","N","9","5",7.3
2017-07-01,27,"B","N","9","6",3.6
2017-07-01,27,"B","N","9","7",8.2
2017-07-01,27,"B","N","10","1",5.7
2017-07-01,27,"B","N","10","2",6.4
2017-07-01,27,"B","N","10","3",15.3
2017-07-01,27,"B","N","10","4",NA
2017-07-01,27,"B","N","10","5",4.7
2017-07-01,27,"B","N","10","6",6.1
2017-07-01,27,"B","N","10","7",9.9
2017-07-02,28,"A","N","1","1",5.3
2017-07-02,28,"A","N","1","2",2.4
2017-07-02,28,"A","N","1","3",2.6
2017-07-02,28,"A","N","1","4",2
2017-07-02,28,"A","N","1","5",4.3
2017-07-02,28,"A","N","1","6",4.6
2017-07-02,28,"A","N","1","7",4.6
2017-07-02,28,"A","N","2","1",3.6
2017-07-02,28,"A","N","2","2",6.9
2017-07-02,28,"A","N","2","3",6.8
2017-07-02,28,"A","N","2","4",4.3
2017-07-02,28,"A","N","2","5",5
2017-07-02,28,"A","N","2","6",3.7
2017-07-02,28,"A","N","2","7",2.8
2017-07-02,28,"A","N","3","1",3.2
2017-07-02,28,"A","N","3","2",4.7
2017-07-02,28,"A","N","3","3",2.8
2017-07-02,28,"A","N","3","4",3.1
2017-07-02,28,"A","N","3","5",3.2
2017-07-02,28,"A","N","3","6",1
2017-07-02,28,"A","N","3","7",5.1
2017-07-02,28,"A","N","4","1",1.5
2017-07-02,28,"A","N","4","2",2.9
2017-07-02,28,"A","N","4","3",4.5
2017-07-02,28,"A","N","4","4",2.7
2017-07-02,28,"A","N","4","5",4.6
2017-07-02,28,"A","N","4","6",2.7
2017-07-02,28,"A","N","4","7",NA
2017-07-02,28,"A","N","5","1",4.9
2017-07-02,28,"A","N","5","2",4
2017-07-02,28,"A","N","5","3",3.7
2017-07-02,28,"A","N","5","4",4.6
2017-07-02,28,"A","N","5","5",2.2
2017-07-02,28,"A","N","5","6",5.5
2017-07-02,28,"A","N","5","7",2.5
2017-07-02,28,"A","N","6","1",3.9
2017-07-02,28,"A","N","6","2",6.3
2017-07-02,28,"A","N","6","3",2.6
2017-07-02,28,"A","N","6","4",3
2017-07-02,28,"A","N","6","5",5.2
2017-07-02,28,"A","N","6","6",7.3
2017-07-02,28,"A","N","6","7",5.7
2017-07-02,28,"A","N","7","1",3.5
2017-07-02,28,"A","N","7","2",2.7
2017-07-02,28,"A","N","7","3",2.4
2017-07-02,28,"A","N","7","4",2.2
2017-07-02,28,"A","N","7","5",2.4
2017-07-02,28,"A","N","7","6",4.3
2017-07-02,28,"A","N","7","7",3.2
2017-07-02,28,"A","N","8","1",8.1
2017-07-02,28,"A","N","8","2",3.8
2017-07-02,28,"A","N","8","3",1.8
2017-07-02,28,"A","N","8","4",6
2017-07-02,28,"A","N","8","5",5.7
2017-07-02,28,"A","N","8","6",2.1
2017-07-02,28,"A","N","8","7",3.5
2017-07-02,28,"A","N","9","1",5.4
2017-07-02,28,"A","N","9","2",5.5
2017-07-02,28,"A","N","9","3",4.6
2017-07-02,28,"A","N","9","4",5.5
2017-07-02,28,"A","N","9","5",2.8
2017-07-02,28,"A","N","9","6",4.2
2017-07-02,28,"A","N","9","7",5.5
2017-07-02,28,"A","N","10","1",7.2
2017-07-02,28,"A","N","10","2",2.8
2017-07-02,28,"A","N","10","3",4.3
2017-07-02,28,"A","N","10","4",7.7
2017-07-02,28,"A","N","10","5",5
2017-07-02,28,"A","N","10","6",7.5
2017-07-02,28,"A","N","10","7",4.2
2017-07-02,28,"B","N","1","1",8
2017-07-02,28,"B","N","1","2",7.3
2017-07-02,28,"B","N","1","3",10.8
2017-07-02,28,"B","N","1","4",12.6
2017-07-02,28,"B","N","1","5",3.8
2017-07-02,28,"B","N","1","6",13.9
2017-07-02,28,"B","N","1","7",13
2017-07-02,28,"B","N","2","1",8.4
2017-07-02,28,"B","N","2","2",15.1
2017-07-02,28,"B","N","2","3",3.3
2017-07-02,28,"B","N","2","4",7.2
2017-07-02,28,"B","N","2","5",10.6
2017-07-02,28,"B","N","2","6",13.9
2017-07-02,28,"B","N","2","7",11.9
2017-07-02,28,"B","N","3","1",6.9
2017-07-02,28,"B","N","3","2",6.7
2017-07-02,28,"B","N","3","3",8.4
2017-07-02,28,"B","N","3","4",1.5
2017-07-02,28,"B","N","3","5",11.4
2017-07-02,28,"B","N","3","6",5
2017-07-02,28,"B","N","3","7",10.2
2017-07-02,28,"B","N","4","1",9.9
2017-07-02,28,"B","N","4","2",13
2017-07-02,28,"B","N","4","3",9
2017-07-02,28,"B","N","4","4",5.7
2017-07-02,28,"B","N","4","5",6.5
2017-07-02,28,"B","N","4","6",11.4
2017-07-02,28,"B","N","4","7",15.8
2017-07-02,28,"B","N","5","1",5
2017-07-02,28,"B","N","5","2",8.2
2017-07-02,28,"B","N","5","3",8
2017-07-02,28,"B","N","5","4",11.9
2017-07-02,28,"B","N","5","5",5.6
2017-07-02,28,"B","N","5","6",7.5
2017-07-02,28,"B","N","5","7",1.6
2017-07-02,28,"B","N","6","1",9.6
2017-07-02,28,"B","N","6","2",12.4
2017-07-02,28,"B","N","6","3",12.6
2017-07-02,28,"B","N","6","4",5.9
2017-07-02,28,"B","N","6","5",6.7
2017-07-02,28,"B","N","6","6",9.5
2017-07-02,28,"B","N","6","7",1.6
2017-07-02,28,"B","N","7","1",6.4
2017-07-02,28,"B","N","7","2",4.7
2017-07-02,28,"B","N","7","3",6
2017-07-02,28,"B","N","7","4",4.7
2017-07-02,28,"B","N","7","5",2.6
2017-07-02,28,"B","N","7","6",4.8
2017-07-02,28,"B","N","7","7",5.6
2017-07-02,28,"B","N","8","1",11.5
2017-07-02,28,"B","N","8","2",13
2017-07-02,28,"B","N","8","3",9.5
2017-07-02,28,"B","N","8","4",11.6
2017-07-02,28,"B","N","8","5",7.6
2017-07-02,28,"B","N","8","6",4.2
2017-07-02,28,"B","N","8","7",9.6
2017-07-02,28,"B","N","9","1",9
2017-07-02,28,"B","N","9","2",6.5
2017-07-02,28,"B","N","9","3",5.3
2017-07-02,28,"B","N","9","4",2.5
2017-07-02,28,"B","N","9","5",7.5
2017-07-02,28,"B","N","9","6",3.5
2017-07-02,28,"B","N","9","7",8.1
2017-07-02,28,"B","N","10","1",5.6
2017-07-02,28,"B","N","10","2",6.5
2017-07-02,28,"B","N","10","3",15.5
2017-07-02,28,"B","N","10","4",NA
2017-07-02,28,"B","N","10","5",5
2017-07-02,28,"B","N","10","6",6.1
2017-07-02,28,"B","N","10","7",10.5
2017-07-03,29,"A","N","1","1",5.5
2017-07-03,29,"A","N","1","2",2.3
2017-07-03,29,"A","N","1","3",2.6
2017-07-03,29,"A","N","1","4",2
2017-07-03,29,"A","N","1","5",5
2017-07-03,29,"A","N","1","6",4.9
2017-07-03,29,"A","N","1","7",4.9
2017-07-03,29,"A","N","2","1",4
2017-07-03,29,"A","N","2","2",6.8
2017-07-03,29,"A","N","2","3",7.8
2017-07-03,29,"A","N","2","4",5
2017-07-03,29,"A","N","2","5",5.7
2017-07-03,29,"A","N","2","6",4.3
2017-07-03,29,"A","N","2","7",NA
2017-07-03,29,"A","N","3","1",3.9
2017-07-03,29,"A","N","3","2",4.6
2017-07-03,29,"A","N","3","3",3.1
2017-07-03,29,"A","N","3","4",3.6
2017-07-03,29,"A","N","3","5",4
2017-07-03,29,"A","N","3","6",2.4
2017-07-03,29,"A","N","3","7",5.5
2017-07-03,29,"A","N","4","1",1.7
2017-07-03,29,"A","N","4","2",3.4
2017-07-03,29,"A","N","4","3",5
2017-07-03,29,"A","N","4","4",3.1
2017-07-03,29,"A","N","4","5",5
2017-07-03,29,"A","N","4","6",3.1
2017-07-03,29,"A","N","4","7",NA
2017-07-03,29,"A","N","5","1",5.4
2017-07-03,29,"A","N","5","2",4
2017-07-03,29,"A","N","5","3",4.3
2017-07-03,29,"A","N","5","4",5.3
2017-07-03,29,"A","N","5","5",2.4
2017-07-03,29,"A","N","5","6",6.5
2017-07-03,29,"A","N","5","7",2.8
2017-07-03,29,"A","N","6","1",4.9
2017-07-03,29,"A","N","6","2",6.4
2017-07-03,29,"A","N","6","3",3
2017-07-03,29,"A","N","6","4",3.5
2017-07-03,29,"A","N","6","5",6.5
2017-07-03,29,"A","N","6","6",7.9
2017-07-03,29,"A","N","6","7",6
2017-07-03,29,"A","N","7","1",4.1
2017-07-03,29,"A","N","7","2",3
2017-07-03,29,"A","N","7","3",2.7
2017-07-03,29,"A","N","7","4",2.3
2017-07-03,29,"A","N","7","5",2.5
2017-07-03,29,"A","N","7","6",4.4
2017-07-03,29,"A","N","7","7",3.4
2017-07-03,29,"A","N","8","1",8.5
2017-07-03,29,"A","N","8","2",4.1
2017-07-03,29,"A","N","8","3",2.1
