"date_time","date","day","field","harvest","hoppers","n_leaves","counter","plant"
2017-06-23 06:00:00,2017-06-23,19,"B","N",2,30,"E","3"
2017-06-23 06:00:00,2017-06-23,19,"B","N",3,30,"W","4"
2017-06-23 06:00:00,2017-06-23,19,"B","N",0,30,"G","5"
2017-06-23 06:00:00,2017-06-23,19,"B","N",2,30,"E","6"
2017-06-23 06:00:00,2017-06-23,19,"B","N",0,30,"W","7"
2017-06-23 06:00:00,2017-06-23,19,"B","N",2,30,"W","8"
2017-06-23 06:00:00,2017-06-23,19,"B","N",2,30,"E","9"
2017-06-23 06:00:00,2017-06-23,19,"B","N",1,30,"W","10"
2017-06-24 06:17:00,2017-06-24,20,"A","N",2,50,"G","1"
2017-06-24 06:17:00,2017-06-24,20,"A","N",4,50,"G","2"
2017-06-24 06:17:00,2017-06-24,20,"A","N",3,50,"G","3"
2017-06-24 06:17:00,2017-06-24,20,"A","N",3,50,"E","4"
2017-06-24 06:17:00,2017-06-24,20,"A","N",3,50,"W","5"
2017-06-24 06:17:00,2017-06-24,20,"A","N",2,50,"E","6"
2017-06-24 06:17:00,2017-06-24,20,"A","N",4,50,"W","7"
2017-06-24 06:17:00,2017-06-24,20,"A","N",8,50,"W","8"
2017-06-24 06:17:00,2017-06-24,20,"A","N",3,50,"E","9"
2017-06-24 06:17:00,2017-06-24,20,"A","N",2,50,"E","10"
2017-06-24 06:31:00,2017-06-24,20,"B","N",3,50,"G","1"
2017-06-24 06:31:00,2017-06-24,20,"B","N",5,50,"G","2"
2017-06-24 06:31:00,2017-06-24,20,"B","N",3,50,"E","3"
2017-06-24 06:31:00,2017-06-24,20,"B","N",7,50,"W","4"
2017-06-24 06:31:00,2017-06-24,20,"B","N",4,50,"G","5"
2017-06-24 06:31:00,2017-06-24,20,"B","N",2,50,"E","6"
2017-06-24 06:31:00,2017-06-24,20,"B","N",3,50,"W","7"
2017-06-24 06:31:00,2017-06-24,20,"B","N",1,50,"W","8"
2017-06-24 06:31:00,2017-06-24,20,"B","N",3,50,"E","9"
2017-06-24 06:31:00,2017-06-24,20,"B","N",2,50,"W","10"
2017-06-25 06:30:00,2017-06-25,21,"A","N",6,50,"W","1"
2017-06-25 06:30:00,2017-06-25,21,"A","N",3,50,"W","2"
2017-06-25 06:30:00,2017-06-25,21,"A","N",9,50,"W","3"
2017-06-25 06:30:00,2017-06-25,21,"A","N",4,50,"G","4"
2017-06-25 06:30:00,2017-06-25,21,"A","N",2,50,"G","5"
2017-06-25 06:30:00,2017-06-25,21,"A","N",1,50,"E","6"
2017-06-25 06:30:00,2017-06-25,21,"A","N",2,50,"G","7"
2017-06-25 06:30:00,2017-06-25,21,"A","N",0,50,"G","8"
2017-06-25 06:30:00,2017-06-25,21,"A","N",8,50,"E","9"
2017-06-25 06:30:00,2017-06-25,21,"A","N",5,50,"E","10"
2017-06-25 06:18:00,2017-06-25,21,"B","N",2,50,"E","1"
2017-06-25 06:18:00,2017-06-25,21,"B","N",3,50,"E","2"
2017-06-25 06:18:00,2017-06-25,21,"B","N",2,50,"W","3"
2017-06-25 06:18:00,2017-06-25,21,"B","N",6,50,"G","4"
2017-06-25 06:18:00,2017-06-25,21,"B","N",1,50,"E","5"
2017-06-25 06:18:00,2017-06-25,21,"B","N",3,50,"W","6"
2017-06-25 06:18:00,2017-06-25,21,"B","N",0,50,"W","7"
2017-06-25 06:18:00,2017-06-25,21,"B","N",2,50,"G","8"
2017-06-25 06:18:00,2017-06-25,21,"B","N",8,50,"W","9"
2017-06-25 06:18:00,2017-06-25,21,"B","N",0,50,"G","10"
2017-06-26 06:15:00,2017-06-26,22,"A","N",6,50,"W","1"
2017-06-26 06:15:00,2017-06-26,22,"A","N",5,50,"W","2"
2017-06-26 06:15:00,2017-06-26,22,"A","N",6,50,"W","3"
2017-06-26 06:15:00,2017-06-26,22,"A","N",11,50,"E","4"
2017-06-26 06:15:00,2017-06-26,22,"A","N",3,50,"G","5"
2017-06-26 06:15:00,2017-06-26,22,"A","N",4,50,"E","6"
2017-06-26 06:15:00,2017-06-26,22,"A","N",6,50,"G","7"
2017-06-26 06:15:00,2017-06-26,22,"A","N",2,50,"G","8"
2017-06-26 06:15:00,2017-06-26,22,"A","N",5,50,"E","9"
2017-06-26 06:15:00,2017-06-26,22,"A","N",6,50,"E","10"
2017-06-26 06:28:00,2017-06-26,22,"B","N",3,50,"W","1"
2017-06-26 06:28:00,2017-06-26,22,"B","N",4,50,"W","2"
2017-06-26 06:28:00,2017-06-26,22,"B","N",1,50,"G","3"
2017-06-26 06:28:00,2017-06-26,22,"B","N",5,50,"E","4"
2017-06-26 06:28:00,2017-06-26,22,"B","N",3,50,"W","5"
2017-06-26 06:28:00,2017-06-26,22,"B","N",2,50,"G","6"
2017-06-26 06:28:00,2017-06-26,22,"B","N",2,50,"E","7"
2017-06-26 06:28:00,2017-06-26,22,"B","N",1,50,"E","8"
2017-06-26 06:28:00,2017-06-26,22,"B","N",3,50,"G","9"
2017-06-26 06:28:00,2017-06-26,22,"B","N",5,50,"E","10"
2017-06-27 06:26:00,2017-06-27,23,"A","N",9,50,"E","1"
2017-06-27 06:26:00,2017-06-27,23,"A","N",4,50,"E","2"
2017-06-27 06:26:00,2017-06-27,23,"A","N",11,50,"E","3"
2017-06-27 06:26:00,2017-06-27,23,"A","N",3,50,"W","4"
2017-06-27 06:26:00,2017-06-27,23,"A","N",4,50,"G","5"
2017-06-27 06:26:00,2017-06-27,23,"A","N",2,50,"W","6"
2017-06-27 06:26:00,2017-06-27,23,"A","N",8,50,"W","7"
2017-06-27 06:26:00,2017-06-27,23,"A","N",3,50,"G","8"
2017-06-27 06:26:00,2017-06-27,23,"A","N",7,50,"W","9"
2017-06-27 06:26:00,2017-06-27,23,"A","N",5,50,"W","10"
2017-06-27 06:14:00,2017-06-27,23,"B","N",1,50,"E","1"
2017-06-27 06:14:00,2017-06-27,23,"B","N",1,50,"E","2"
2017-06-27 06:14:00,2017-06-27,23,"B","N",0,50,"G","3"
2017-06-27 06:14:00,2017-06-27,23,"B","N",4,50,"W","4"
2017-06-27 06:14:00,2017-06-27,23,"B","N",4,50,"E","5"
2017-06-27 06:14:00,2017-06-27,23,"B","N",2,50,"G","6"
2017-06-27 06:14:00,2017-06-27,23,"B","N",5,50,"W","7"
2017-06-27 06:14:00,2017-06-27,23,"B","N",4,50,"W","8"
2017-06-27 06:14:00,2017-06-27,23,"B","N",6,50,"G","9"
2017-06-27 06:14:00,2017-06-27,23,"B","N",4,50,"W","10"
2017-06-28 06:15:00,2017-06-28,24,"A","N",5,50,"W","1"
2017-06-28 06:15:00,2017-06-28,24,"A","N",5,50,"W","2"
2017-06-28 06:15:00,2017-06-28,24,"A","N",3,50,"W","3"
2017-06-28 06:15:00,2017-06-28,24,"A","N",6,50,"G","4"
2017-06-28 06:15:00,2017-06-28,24,"A","N",4,50,"E","5"
2017-06-28 06:15:00,2017-06-28,24,"A","N",2,50,"G","6"
2017-06-28 06:15:00,2017-06-28,24,"A","N",13,50,"E","7"
2017-06-28 06:15:00,2017-06-28,24,"A","N",3,50,"E","8"
2017-06-28 06:15:00,2017-06-28,24,"A","N",5,50,"G","9"
2017-06-28 06:15:00,2017-06-28,24,"A","N",4,50,"G","10"
2017-06-28 06:30:00,2017-06-28,24,"B","N",3,50,"W","1"
2017-06-28 06:30:00,2017-06-28,24,"B","N",2,50,"W","2"
2017-06-28 06:30:00,2017-06-28,24,"B","N",2,50,"G","3"
2017-06-28 06:30:00,2017-06-28,24,"B","N",2,50,"E","4"
2017-06-28 06:30:00,2017-06-28,24,"B","N",2,50,"W","5"
2017-06-28 06:30:00,2017-06-28,24,"B","N",3,50,"G","6"
2017-06-28 06:30:00,2017-06-28,24,"B","N",6,50,"G","7"
2017-06-28 06:30:00,2017-06-28,24,"B","N",5,50,"E","8"
2017-06-28 06:30:00,2017-06-28,24,"B","N",2,50,"G","9"
2017-06-28 06:30:00,2017-06-28,24,"B","N",1,50,"E","10"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",4,50,"E","1"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",2,50,"E","2"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",5,50,"E","3"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",9,50,"E","4"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",4,50,"G","5"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",4,50,"G","6"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",4,50,"G","7"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",6,50,"G","8"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",4,50,"G","9"
2017-06-29 06:18:00,2017-06-29,25,"A","Y",5,50,"G","10"
2017-06-29 06:36:00,2017-06-29,25,"B","N",2,50,"E","1"
2017-06-29 06:36:00,2017-06-29,25,"B","N",1,50,"E","2"
2017-06-29 06:36:00,2017-06-29,25,"B","N",2,50,"E","3"
2017-06-29 06:36:00,2017-06-29,25,"B","N",2,50,"G","4"
2017-06-29 06:36:00,2017-06-29,25,"B","N",1,50,"E","5"
2017-06-29 06:36:00,2017-06-29,25,"B","N",3,50,"E","6"
2017-06-29 06:36:00,2017-06-29,25,"B","N",2,50,"G","7"
2017-06-29 06:36:00,2017-06-29,25,"B","N",1,50,"G","8"
2017-06-29 06:36:00,2017-06-29,25,"B","N",3,50,"G","9"
2017-06-29 06:36:00,2017-06-29,25,"B","N",3,50,"G","10"
2017-06-30 06:48:00,2017-06-30,26,"A","N",0,50,"W","1"
2017-06-30 06:48:00,2017-06-30,26,"A","N",6,50,"W","2"
2017-06-30 06:48:00,2017-06-30,26,"A","N",2,50,"W","3"
2017-06-30 06:48:00,2017-06-30,26,"A","N",6,50,"G","4"
2017-06-30 06:48:00,2017-06-30,26,"A","N",3,50,"E","5"
2017-06-30 06:48:00,2017-06-30,26,"A","N",3,50,"G","6"
2017-06-30 06:48:00,2017-06-30,26,"A","N",4,50,"E","7"
2017-06-30 06:48:00,2017-06-30,26,"A","N",7,50,"E","8"
2017-06-30 06:48:00,2017-06-30,26,"A","N",4,50,"G","9"
2017-06-30 06:48:00,2017-06-30,26,"A","N",11,50,"G","10"
2017-06-30 06:29:00,2017-06-30,26,"B","N",2,50,"G","1"
2017-06-30 06:29:00,2017-06-30,26,"B","N",0,50,"G","2"
2017-06-30 06:29:00,2017-06-30,26,"B","N",3,50,"E","3"
2017-06-30 06:29:00,2017-06-30,26,"B","N",2,50,"W","4"
2017-06-30 06:29:00,2017-06-30,26,"B","N",0,50,"G","5"
2017-06-30 06:29:00,2017-06-30,26,"B","N",1,50,"E","6"
2017-06-30 06:29:00,2017-06-30,26,"B","N",2,50,"E","7"
2017-06-30 06:29:00,2017-06-30,26,"B","N",4,50,"W","8"
2017-06-30 06:29:00,2017-06-30,26,"B","N",4,50,"E","9"
2017-06-30 06:29:00,2017-06-30,26,"B","N",6,50,"W","10"
2017-07-01 06:19:00,2017-07-01,27,"A","N",6,50,"E","1"
2017-07-01 06:19:00,2017-07-01,27,"A","N",2,50,"E","2"
2017-07-01 06:19:00,2017-07-01,27,"A","N",0,50,"E","3"
2017-07-01 06:19:00,2017-07-01,27,"A","N",3,50,"W","4"
2017-07-01 06:19:00,2017-07-01,27,"A","N",2,50,"G","5"
2017-07-01 06:19:00,2017-07-01,27,"A","N",2,50,"W","6"
2017-07-01 06:19:00,2017-07-01,27,"A","N",4,50,"G","7"
2017-07-01 06:19:00,2017-07-01,27,"A","N",4,50,"G","8"
2017-07-01 06:19:00,2017-07-01,27,"A","N",2,50,"W","9"
2017-07-01 06:19:00,2017-07-01,27,"A","N",2,50,"W","10"
2017-07-01 06:25:00,2017-07-01,27,"B","N",4,50,"G","1"
2017-07-01 06:25:00,2017-07-01,27,"B","N",2,50,"G","2"
2017-07-01 06:25:00,2017-07-01,27,"B","N",2,50,"E","3"
2017-07-01 06:25:00,2017-07-01,27,"B","N",2,50,"W","4"
2017-07-01 06:25:00,2017-07-01,27,"B","N",2,50,"G","5"
2017-07-01 06:25:00,2017-07-01,27,"B","N",3,50,"E","6"
2017-07-01 06:25:00,2017-07-01,27,"B","N",1,50,"E","7"
2017-07-01 06:25:00,2017-07-01,27,"B","N",4,50,"W","8"
2017-07-01 06:25:00,2017-07-01,27,"B","N",1,50,"E","9"
2017-07-01 06:25:00,2017-07-01,27,"B","N",5,50,"W","10"
2017-07-02 06:26:00,2017-07-02,28,"A","N",4,50,"G","1"
2017-07-02 06:26:00,2017-07-02,28,"A","N",5,50,"G","2"
2017-07-02 06:26:00,2017-07-02,28,"A","N",3,50,"E","3"
2017-07-02 06:26:00,2017-07-02,28,"A","N",6,50,"E","4"
2017-07-02 06:26:00,2017-07-02,28,"A","N",1,50,"G","5"
2017-07-02 06:26:00,2017-07-02,28,"A","N",2,50,"E","6"
2017-07-02 06:26:00,2017-07-02,28,"A","N",2,50,"G","7"
2017-07-02 06:26:00,2017-07-02,28,"A","N",1,50,"G","8"
2017-07-02 06:26:00,2017-07-02,28,"A","N",2,50,"E","9"
2017-07-02 06:26:00,2017-07-02,28,"A","N",5,50,"E","10"
2017-07-02 06:14:00,2017-07-02,28,"B","N",3,50,"E","1"
2017-07-02 06:14:00,2017-07-02,28,"B","N",0,50,"E","2"
2017-07-02 06:14:00,2017-07-02,28,"B","N",4,50,"E","3"
2017-07-02 06:14:00,2017-07-02,28,"B","N",3,50,"G","4"
2017-07-02 06:14:00,2017-07-02,28,"B","N",3,50,"E","5"
2017-07-02 06:14:00,2017-07-02,28,"B","N",4,50,"E","6"
2017-07-02 06:14:00,2017-07-02,28,"B","N",3,50,"G","7"
2017-07-02 06:14:00,2017-07-02,28,"B","N",4,50,"G","8"
2017-07-02 06:14:00,2017-07-02,28,"B","N",0,50,"G","9"
2017-07-02 06:14:00,2017-07-02,28,"B","N",3,50,"G","10"
2017-07-03 06:11:00,2017-07-03,29,"A","N",2,50,"G","1"
2017-07-03 06:11:00,2017-07-03,29,"A","N",4,50,"G","2"
2017-07-03 06:11:00,2017-07-03,29,"A","N",1,50,"G","3"
2017-07-03 06:11:00,2017-07-03,29,"A","N",4,50,"G","4"
2017-07-03 06:11:00,2017-07-03,29,"A","N",3,50,"E","5"
2017-07-03 06:11:00,2017-07-03,29,"A","N",0,50,"E","6"
2017-07-03 06:11:00,2017-07-03,29,"A","N",2,50,"E","7"
2017-07-03 06:11:00,2017-07-03,29,"A","N",0,50,"E","8"
2017-07-03 06:11:00,2017-07-03,29,"A","N",4,50,"E","9"
2017-07-03 06:11:00,2017-07-03,29,"A","N",2,50,"E","10"
2017-07-03 06:31:00,2017-07-03,29,"B","N",0,50,"E","1"
2017-07-03 06:31:00,2017-07-03,29,"B","N",2,50,"E","2"
2017-07-03 06:31:00,2017-07-03,29,"B","N",1,50,"E","3"
2017-07-03 06:31:00,2017-07-03,29,"B","N",4,50,"G","4"
2017-07-03 06:31:00,2017-07-03,29,"B","N",0,50,"E","5"
2017-07-03 06:31:00,2017-07-03,29,"B","N",0,50,"E","6"
2017-07-03 06:31:00,2017-07-03,29,"B","N",1,50,"G","7"
2017-07-03 06:31:00,2017-07-03,29,"B","N",1,50,"G","8"
2017-07-03 06:31:00,2017-07-03,29,"B","N",0,50,"G","9"
2017-07-03 06:31:00,2017-07-03,29,"B","N",2,50,"G","10"
2017-07-04 06:34:00,2017-07-04,30,"A","N",5,50,"E","1"
2017-07-04 06:34:00,2017-07-04,30,"A","N",8,50,"E","2"
2017-07-04 06:34:00,2017-07-04,30,"A","N",2,50,"G","3"
2017-07-04 06:34:00,2017-07-04,30,"A","N",4,50,"G","4"
2017-07-04 06:34:00,2017-07-04,30,"A","N",2,50,"E","5"
2017-07-04 06:34:00,2017-07-04,30,"A","N",1,50,"G","6"
2017-07-04 06:34:00,2017-07-04,30,"A","N",2,50,"E","7"
2017-07-04 06:34:00,2017-07-04,30,"A","N",9,50,"E","8"
2017-07-04 06:34:00,2017-07-04,30,"A","N",1,50,"G","9"
2017-07-04 06:34:00,2017-07-04,30,"A","N",2,50,"G","10"
2017-07-04 06:13:00,2017-07-04,30,"B","N",0,50,"G","1"
2017-07-04 06:13:00,2017-07-04,30,"B","N",0,50,"G","2"
2017-07-04 06:13:00,2017-07-04,30,"B","N",0,50,"G","3"
2017-07-04 06:13:00,2017-07-04,30,"B","N",4,50,"E","4"
2017-07-04 06:13:00,2017-07-04,30,"B","N",3,50,"G","5"
2017-07-04 06:13:00,2017-07-04,30,"B","N",4,50,"G","6"
2017-07-04 06:13:00,2017-07-04,30,"B","N",1,50,"E","7"
2017-07-04 06:13:00,2017-07-04,30,"B","N",2,50,"E","8"
2017-07-04 06:13:00,2017-07-04,30,"B","N",0,50,"E","9"
2017-07-04 06:13:00,2017-07-04,30,"B","N",2,50,"E","10"
2017-07-05 05:58:00,2017-07-05,31,"A","N",5,50,"E","1"
2017-07-05 05:58:00,2017-07-05,31,"A","N",5,50,"E","2"
2017-07-05 05:58:00,2017-07-05,31,"A","N",2,50,"E","3"
2017-07-05 05:58:00,2017-07-05,31,"A","N",3,50,"E","4"
2017-07-05 05:58:00,2017-07-05,31,"A","N",0,50,"E","5"
2017-07-05 05:58:00,2017-07-05,31,"A","N",6,50,"E","6"
2017-07-05 05:58:00,2017-07-05,31,"A","N",6,50,"E","7"
2017-07-05 05:58:00,2017-07-05,31,"A","N",3,50,"E","8"
2017-07-05 05:58:00,2017-07-05,31,"A","N",6,50,"E","9"
2017-07-05 05:58:00,2017-07-05,31,"A","N",2,50,"E","10"
2017-07-05 06:33:00,2017-07-05,31,"B","N",1,50,"E","1"
2017-07-05 06:33:00,2017-07-05,31,"B","N",3,50,"E","2"
2017-07-05 06:33:00,2017-07-05,31,"B","N",2,50,"E","3"
2017-07-05 06:33:00,2017-07-05,31,"B","N",0,50,"E","4"
2017-07-05 06:33:00,2017-07-05,31,"B","N",0,50,"E","5"
2017-07-05 06:33:00,2017-07-05,31,"B","N",0,50,"E","6"
2017-07-05 06:33:00,2017-07-05,31,"B","N",1,50,"E","7"
2017-07-05 06:33:00,2017-07-05,31,"B","N",1,50,"E","8"
2017-07-05 06:33:00,2017-07-05,31,"B","N",1,50,"E","9"
2017-07-05 06:33:00,2017-07-05,31,"B","N",2,50,"E","10"
2017-07-06 06:35:00,2017-07-06,32,"A","N",2,50,"E","1"
2017-07-06 06:35:00,2017-07-06,32,"A","N",2,50,"E","2"
2017-07-06 06:35:00,2017-07-06,32,"A","N",2,50,"E","3"
2017-07-06 06:35:00,2017-07-06,32,"A","N",2,50,"E","4"
2017-07-06 06:35:00,2017-07-06,32,"A","N",0,50,"E","5"
2017-07-06 06:35:00,2017-07-06,32,"A","N",1,50,"E","6"
2017-07-06 06:35:00,2017-07-06,32,"A","N",2,50,"E","7"
2017-07-06 06:35:00,2017-07-06,32,"A","N",1,50,"E","8"
2017-07-06 06:35:00,2017-07-06,32,"A","N",4,50,"E","9"
2017-07-06 06:35:00,2017-07-06,32,"A","N",1,50,"E","10"
2017-07-06 06:07:00,2017-07-06,32,"B","N",2,50,"E","1"
2017-07-06 06:07:00,2017-07-06,32,"B","N",2,50,"E","2"
2017-07-06 06:07:00,2017-07-06,32,"B","N",0,50,"E","3"
2017-07-06 06:07:00,2017-07-06,32,"B","N",0,50,"E","4"
2017-07-06 06:07:00,2017-07-06,32,"B","N",1,50,"E","5"
2017-07-06 06:07:00,2017-07-06,32,"B","N",0,50,"E","6"
2017-07-06 06:07:00,2017-07-06,32,"B","N",2,50,"E","7"
2017-07-06 06:07:00,2017-07-06,32,"B","N",1,50,"E","8"
2017-07-06 06:07:00,2017-07-06,32,"B","N",6,50,"E","9"
2017-07-06 06:07:00,2017-07-06,32,"B","N",1,50,"E","10"
2017-07-07 06:10:00,2017-07-07,33,"A","N",3,50,"E","1"
2017-07-07 06:10:00,2017-07-07,33,"A","N",3,50,"E","2"
2017-07-07 06:10:00,2017-07-07,33,"A","N",2,50,"E","3"
2017-07-07 06:10:00,2017-07-07,33,"A","N",3,50,"E","4"
2017-07-07 06:10:00,2017-07-07,33,"A","N",5,50,"E","5"
2017-07-07 06:10:00,2017-07-07,33,"A","N",2,50,"E","6"
2017-07-07 06:10:00,2017-07-07,33,"A","N",3,50,"E","7"
2017-07-07 06:10:00,2017-07-07,33,"A","N",2,50,"E","8"
2017-07-07 06:10:00,2017-07-07,33,"A","N",2,50,"E","9"
2017-07-07 06:10:00,2017-07-07,33,"A","N",2,50,"E","10"
2017-07-07 06:40:00,2017-07-07,33,"B","N",2,50,"E","1"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","2"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","3"
2017-07-07 06:40:00,2017-07-07,33,"B","N",3,50,"E","4"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","5"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","6"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","7"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","8"
2017-07-07 06:40:00,2017-07-07,33,"B","N",2,50,"E","9"
2017-07-07 06:40:00,2017-07-07,33,"B","N",1,50,"E","10"
2017-07-08 06:38:00,2017-07-08,34,"A","N",3,50,"E","1"
2017-07-08 06:38:00,2017-07-08,34,"A","N",5,50,"E","2"
2017-07-08 06:38:00,2017-07-08,34,"A","N",5,50,"E","3"
2017-07-08 06:38:00,2017-07-08,34,"A","N",2,50,"E","4"
2017-07-08 06:38:00,2017-07-08,34,"A","N",2,50,"E","5"
2017-07-08 06:38:00,2017-07-08,34,"A","N",3,50,"E","6"
2017-07-08 06:38:00,2017-07-08,34,"A","N",3,50,"E","7"
2017-07-08 06:38:00,2017-07-08,34,"A","N",2,50,"E","8"
2017-07-08 06:38:00,2017-07-08,34,"A","N",5,50,"E","9"
2017-07-08 06:38:00,2017-07-08,34,"A","N",4,50,"E","10"
2017-07-08 06:08:00,2017-07-08,34,"B","N",1,50,"E","1"
2017-07-08 06:08:00,2017-07-08,34,"B","N",2,50,"E","2"
2017-07-08 06:08:00,2017-07-08,34,"B","N",1,50,"E","3"
2017-07-08 06:08:00,2017-07-08,34,"B","N",1,50,"E","4"
2017-07-08 06:08:00,2017-07-08,34,"B","N",1,50,"E","5"
2017-07-08 06:08:00,2017-07-08,34,"B","N",1,50,"E","6"
2017-07-08 06:08:00,2017-07-08,34,"B","N",5,50,"E","7"
2017-07-08 06:08:00,2017-07-08,34,"B","N",6,50,"E","8"
2017-07-08 06:08:00,2017-07-08,34,"B","N",2,50,"E","9"
2017-07-08 06:08:00,2017-07-08,34,"B","N",6,50,"E","10"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",4,50,"G","1"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",2,50,"G","2"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",3,50,"G","3"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",2,50,"G","4"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",2,50,"E","5"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",8,50,"E","6"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",1,50,"E","7"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",2,50,"E","8"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",6,50,"E","9"
2017-07-09 06:15:00,2017-07-09,35,"A","Y",1,50,"G","10"
2017-07-09 06:39:00,2017-07-09,35,"B","N",1,50,"E","1"
2017-07-09 06:39:00,2017-07-09,35,"B","N",2,50,"E","2"
2017-07-09 06:39:00,2017-07-09,35,"B","N",1,50,"E","3"
2017-07-09 06:39:00,2017-07-09,35,"B","N",1,50,"G","4"
2017-07-09 06:39:00,2017-07-09,35,"B","N",1,50,"E","5"
2017-07-09 06:39:00,2017-07-09,35,"B","N",0,50,"E","6"
2017-07-09 06:39:00,2017-07-09,35,"B","N",3,50,"G","7"
2017-07-09 06:39:00,2017-07-09,35,"B","N",5,50,"G","8"
2017-07-09 06:39:00,2017-07-09,35,"B","N",4,50,"G","9"
2017-07-09 06:39:00,2017-07-09,35,"B","N",1,50,"G","10"
2017-07-10 06:05:00,2017-07-10,36,"A","N",5,50,"E","1"
2017-07-10 06:05:00,2017-07-10,36,"A","N",8,50,"E","2"
2017-07-10 06:05:00,2017-07-10,36,"A","N",2,50,"E","3"
2017-07-10 06:05:00,2017-07-10,36,"A","N",2,50,"E","4"
2017-07-10 06:05:00,2017-07-10,36,"A","N",2,50,"G","5"
2017-07-10 06:05:00,2017-07-10,36,"A","N",5,50,"G","6"
2017-07-10 06:05:00,2017-07-10,36,"A","N",1,50,"G","7"
2017-07-10 06:05:00,2017-07-10,36,"A","N",1,50,"G","8"
2017-07-10 06:05:00,2017-07-10,36,"A","N",1,50,"G","9"
2017-07-10 06:05:00,2017-07-10,36,"A","N",2,50,"G","10"
2017-07-10 06:27:00,2017-07-10,36,"B","N",1,50,"G","1"
2017-07-10 06:27:00,2017-07-10,36,"B","N",1,50,"G","2"
2017-07-10 06:27:00,2017-07-10,36,"B","N",1,50,"G","3"
2017-07-10 06:27:00,2017-07-10,36,"B","N",1,50,"E","4"
2017-07-10 06:27:00,2017-07-10,36,"B","N",0,50,"G","5"
2017-07-10 06:27:00,2017-07-10,36,"B","N",0,50,"G","6"
2017-07-10 06:27:00,2017-07-10,36,"B","N",0,50,"E","7"
2017-07-10 06:27:00,2017-07-10,36,"B","N",5,50,"E","8"
2017-07-10 06:27:00,2017-07-10,36,"B","N",2,50,"G","9"
2017-07-10 06:27:00,2017-07-10,36,"B","N",2,50,"E","10"
2017-07-11 06:31:00,2017-07-11,37,"A","N",4,50,"E","1"
2017-07-11 06:31:00,2017-07-11,37,"A","N",9,50,"E","2"
2017-07-11 06:31:00,2017-07-11,37,"A","N",3,50,"G","3"
2017-07-11 06:31:00,2017-07-11,37,"A","N",5,50,"G","4"
2017-07-11 06:31:00,2017-07-11,37,"A","N",2,50,"G","5"
2017-07-11 06:31:00,2017-07-11,37,"A","N",2,50,"G","6"
2017-07-11 06:31:00,2017-07-11,37,"A","N",3,50,"E","7"
2017-07-11 06:31:00,2017-07-11,37,"A","N",4,50,"E","8"
2017-07-11 06:31:00,2017-07-11,37,"A","N",3,50,"G","9"
2017-07-11 06:31:00,2017-07-11,37,"A","N",0,50,"G","10"
2017-07-11 06:11:00,2017-07-11,37,"B","N",0,50,"E","1"
2017-07-11 06:11:00,2017-07-11,37,"B","N",2,50,"E","2"
2017-07-11 06:11:00,2017-07-11,37,"B","N",2,50,"E","3"
2017-07-11 06:11:00,2017-07-11,37,"B","N",1,50,"G","4"
2017-07-11 06:11:00,2017-07-11,37,"B","N",0,50,"E","5"
2017-07-11 06:11:00,2017-07-11,37,"B","N",3,50,"E","6"
2017-07-11 06:11:00,2017-07-11,37,"B","N",2,50,"G","7"
2017-07-11 06:11:00,2017-07-11,37,"B","N",3,50,"G","8"
2017-07-11 06:11:00,2017-07-11,37,"B","N",1,50,"G","9"
2017-07-11 06:11:00,2017-07-11,37,"B","N",3,50,"G","10"
2017-07-12 06:07:00,2017-07-12,38,"A","N",5,50,"E","1"
2017-07-12 06:07:00,2017-07-12,38,"A","N",7,50,"E","2"
2017-07-12 06:07:00,2017-07-12,38,"A","N",4,50,"E","3"
2017-07-12 06:07:00,2017-07-12,38,"A","N",12,50,"E","4"
2017-07-12 06:07:00,2017-07-12,38,"A","N",4,50,"G","5"
2017-07-12 06:07:00,2017-07-12,38,"A","N",4,50,"G","6"
2017-07-12 06:07:00,2017-07-12,38,"A","N",3,50,"G","7"
2017-07-12 06:07:00,2017-07-12,38,"A","N",3,50,"G","8"
